date,Fiscal_year,Quater,state,vehicle_category,maker,state_sales,Maker_sales,total_vehicle_sold
2021-07-01,2022,Q2,Sikkim,2-Wheelers,BAJAJ,0,730,458
2021-07-01,2022,Q2,Sikkim,2-Wheelers,REVOLT,0,321,458
2021-07-01,2022,Q2,Sikkim,2-Wheelers,TVS,0,648,458
2021-07-01,2022,Q2,Sikkim,2-Wheelers,"PURE EV",0,1417,458
2021-07-01,2022,Q2,Sikkim,2-Wheelers,ATHER,0,1799,458
2021-07-01,2022,Q2,Sikkim,2-Wheelers,AMPERE,0,663,458
2021-07-01,2022,Q2,Sikkim,2-Wheelers,OKINAWA,0,2633,458
2021-07-01,2022,Q2,Sikkim,2-Wheelers,"HERO ELECTRIC",0,4557,458
2021-07-01,2022,Q2,Sikkim,2-Wheelers,"OLA ELECTRIC",0,0,458
2021-07-01,2022,Q2,Sikkim,4-Wheelers,"Mercedes -Benz AG",0,1,452
2021-07-01,2022,Q2,Sikkim,4-Wheelers,"Hyundai Motor",0,18,452
2021-07-01,2022,Q2,Sikkim,4-Wheelers,"Mahindra & Mahindra",0,171,452
2021-07-01,2022,Q2,Sikkim,4-Wheelers,"MG Motor",0,232,452
2021-07-01,2022,Q2,Sikkim,4-Wheelers,"Tata Motors",0,696,452
2021-07-01,2022,Q2,Sikkim,4-Wheelers,"KIA Motors",0,0,452
2021-07-01,2022,Q2,Sikkim,4-Wheelers,"Volvo Auto India",0,0,452
2021-07-01,2022,Q2,Sikkim,4-Wheelers,"BMW India",0,0,452
2021-07-01,2022,Q2,Sikkim,4-Wheelers,"PCA Automobiles",0,0,452
2021-07-01,2022,Q2,Sikkim,4-Wheelers,"BYD India",0,0,452
2021-08-01,2022,Q2,Sikkim,2-Wheelers,OTHERS,0,1279,489
2021-08-01,2022,Q2,Sikkim,2-Wheelers,JITENDRA,0,208,489
2021-08-01,2022,Q2,Sikkim,2-Wheelers,BEING,0,325,489
2021-08-01,2022,Q2,Sikkim,2-Wheelers,BAJAJ,0,796,489
2021-08-01,2022,Q2,Sikkim,2-Wheelers,REVOLT,0,853,489
2021-08-01,2022,Q2,Sikkim,2-Wheelers,TVS,0,651,489
2021-08-01,2022,Q2,Sikkim,2-Wheelers,"PURE EV",0,1094,489
2021-08-01,2022,Q2,Sikkim,2-Wheelers,ATHER,0,1613,489
2021-08-01,2022,Q2,Sikkim,2-Wheelers,AMPERE,0,810,489
2021-08-01,2022,Q2,Sikkim,2-Wheelers,OKINAWA,0,2894,489
2021-08-01,2022,Q2,Sikkim,2-Wheelers,"HERO ELECTRIC",0,5527,489
2021-08-01,2022,Q2,Sikkim,2-Wheelers,"OLA ELECTRIC",0,0,489
2021-08-01,2022,Q2,Sikkim,4-Wheelers,"Mercedes -Benz AG",0,2,408
2021-08-01,2022,Q2,Sikkim,4-Wheelers,"Hyundai Motor",0,10,408
2021-08-01,2022,Q2,Sikkim,4-Wheelers,"Mahindra & Mahindra",0,204,408
2021-08-01,2022,Q2,Sikkim,4-Wheelers,"MG Motor",0,303,408
2021-08-01,2022,Q2,Sikkim,4-Wheelers,"Tata Motors",0,584,408
2021-08-01,2022,Q2,Sikkim,4-Wheelers,"KIA Motors",0,0,408
2021-08-01,2022,Q2,Sikkim,4-Wheelers,"Volvo Auto India",0,0,408
2021-08-01,2022,Q2,Sikkim,4-Wheelers,"BMW India",0,0,408
2021-08-01,2022,Q2,Sikkim,4-Wheelers,"PCA Automobiles",0,0,408
2021-08-01,2022,Q2,Sikkim,4-Wheelers,"BYD India",0,0,408
2021-09-01,2022,Q2,Sikkim,2-Wheelers,OTHERS,0,1627,540
2021-09-01,2022,Q2,Sikkim,2-Wheelers,JITENDRA,0,134,540
2021-09-01,2022,Q2,Sikkim,2-Wheelers,BEING,0,337,540
2021-09-01,2022,Q2,Sikkim,2-Wheelers,BAJAJ,0,381,540
2021-09-01,2022,Q2,Sikkim,2-Wheelers,REVOLT,0,499,540
2021-09-01,2022,Q2,Sikkim,2-Wheelers,TVS,0,688,540
2021-09-01,2022,Q2,Sikkim,2-Wheelers,"PURE EV",0,1337,540
2021-09-01,2022,Q2,Sikkim,2-Wheelers,ATHER,0,2174,540
2021-09-01,2022,Q2,Sikkim,2-Wheelers,AMPERE,0,807,540
2021-09-01,2022,Q2,Sikkim,2-Wheelers,OKINAWA,0,3321,540
2021-09-01,2022,Q2,Sikkim,2-Wheelers,"HERO ELECTRIC",0,6727,540
2021-09-01,2022,Q2,Sikkim,2-Wheelers,"OLA ELECTRIC",0,0,540
2021-09-01,2022,Q2,Sikkim,4-Wheelers,"Mercedes -Benz AG",0,2,355
2021-09-01,2022,Q2,Sikkim,4-Wheelers,"Hyundai Motor",0,6,355
2021-09-01,2022,Q2,Sikkim,4-Wheelers,"Mahindra & Mahindra",0,276,355
2021-09-01,2022,Q2,Sikkim,4-Wheelers,"MG Motor",0,263,355
2021-09-01,2022,Q2,Sikkim,4-Wheelers,"Tata Motors",0,772,355
2021-09-01,2022,Q2,Sikkim,4-Wheelers,"KIA Motors",0,0,355
2021-09-01,2022,Q2,Sikkim,4-Wheelers,"Volvo Auto India",0,0,355
2021-09-01,2022,Q2,Sikkim,4-Wheelers,"BMW India",0,0,355
2021-09-01,2022,Q2,Sikkim,4-Wheelers,"PCA Automobiles",0,0,355
2021-09-01,2022,Q2,Sikkim,4-Wheelers,"BYD India",0,0,355
2021-10-01,2022,Q3,Sikkim,2-Wheelers,OTHERS,0,1826,455
2021-10-01,2022,Q3,Sikkim,2-Wheelers,JITENDRA,0,283,455
2021-10-01,2022,Q3,Sikkim,2-Wheelers,BEING,0,469,455
2021-10-01,2022,Q3,Sikkim,2-Wheelers,BAJAJ,0,754,455
2021-10-01,2022,Q3,Sikkim,2-Wheelers,REVOLT,0,900,455
2021-10-01,2022,Q3,Sikkim,2-Wheelers,TVS,0,486,455
2021-10-01,2022,Q3,Sikkim,2-Wheelers,"PURE EV",0,1400,455
2021-10-01,2022,Q3,Sikkim,2-Wheelers,ATHER,0,2647,455
2021-10-01,2022,Q3,Sikkim,2-Wheelers,AMPERE,0,1083,455
2021-10-01,2022,Q3,Sikkim,2-Wheelers,OKINAWA,0,4166,455
2021-10-01,2022,Q3,Sikkim,2-Wheelers,"HERO ELECTRIC",0,6799,455
2021-10-01,2022,Q3,Sikkim,2-Wheelers,"OLA ELECTRIC",0,0,455
2021-10-01,2022,Q3,Sikkim,4-Wheelers,"Mercedes -Benz AG",0,3,345
2021-10-01,2022,Q3,Sikkim,4-Wheelers,"Hyundai Motor",0,8,345
2021-10-01,2022,Q3,Sikkim,4-Wheelers,"Mahindra & Mahindra",0,369,345
2021-10-01,2022,Q3,Sikkim,4-Wheelers,"MG Motor",0,194,345
2021-10-01,2022,Q3,Sikkim,4-Wheelers,"Tata Motors",0,803,345
2021-10-01,2022,Q3,Sikkim,4-Wheelers,"KIA Motors",0,0,345
2021-10-01,2022,Q3,Sikkim,4-Wheelers,"Volvo Auto India",0,0,345
2021-10-01,2022,Q3,Sikkim,4-Wheelers,"BMW India",0,0,345
2021-10-01,2022,Q3,Sikkim,4-Wheelers,"PCA Automobiles",0,0,345
2021-10-01,2022,Q3,Sikkim,4-Wheelers,"BYD India",0,0,345
2021-11-01,2022,Q3,Sikkim,2-Wheelers,OTHERS,0,2317,478
2021-11-01,2022,Q3,Sikkim,2-Wheelers,JITENDRA,0,273,478
2021-11-01,2022,Q3,Sikkim,2-Wheelers,BEING,0,912,478
2021-11-01,2022,Q3,Sikkim,2-Wheelers,BAJAJ,0,728,478
2021-11-01,2022,Q3,Sikkim,2-Wheelers,REVOLT,0,780,478
2021-11-01,2022,Q3,Sikkim,2-Wheelers,TVS,0,522,478
2021-11-01,2022,Q3,Sikkim,2-Wheelers,"PURE EV",0,1688,478
2021-11-01,2022,Q3,Sikkim,2-Wheelers,ATHER,0,2202,478
2021-11-01,2022,Q3,Sikkim,2-Wheelers,AMPERE,0,2077,478
2021-11-01,2022,Q3,Sikkim,2-Wheelers,OKINAWA,0,5542,478
2021-11-01,2022,Q3,Sikkim,2-Wheelers,"HERO ELECTRIC",0,7493,478
2021-11-01,2022,Q3,Sikkim,2-Wheelers,"OLA ELECTRIC",0,0,478
2021-11-01,2022,Q3,Sikkim,4-Wheelers,"Mercedes -Benz AG",0,2,351
2021-11-01,2022,Q3,Sikkim,4-Wheelers,"Hyundai Motor",0,7,351
2021-11-01,2022,Q3,Sikkim,4-Wheelers,"Mahindra & Mahindra",0,462,351
2021-11-01,2022,Q3,Sikkim,4-Wheelers,"MG Motor",0,118,351
2021-11-01,2022,Q3,Sikkim,4-Wheelers,"Tata Motors",0,1036,351
2021-11-01,2022,Q3,Sikkim,4-Wheelers,"KIA Motors",0,0,351
2021-11-01,2022,Q3,Sikkim,4-Wheelers,"Volvo Auto India",0,0,351
2021-11-01,2022,Q3,Sikkim,4-Wheelers,"BMW India",0,0,351
2021-11-01,2022,Q3,Sikkim,4-Wheelers,"PCA Automobiles",0,0,351
2021-11-01,2022,Q3,Sikkim,4-Wheelers,"BYD India",0,0,351
2021-12-01,2022,Q3,Sikkim,2-Wheelers,OTHERS,0,2603,454
2021-12-01,2022,Q3,Sikkim,2-Wheelers,JITENDRA,0,503,454
2021-12-01,2022,Q3,Sikkim,2-Wheelers,BEING,0,1190,454
2021-12-01,2022,Q3,Sikkim,2-Wheelers,BAJAJ,0,642,454
2021-12-01,2022,Q3,Sikkim,2-Wheelers,REVOLT,0,835,454
2021-12-01,2022,Q3,Sikkim,2-Wheelers,TVS,0,1119,454
2021-12-01,2022,Q3,Sikkim,2-Wheelers,"OLA ELECTRIC",0,240,454
2021-12-01,2022,Q3,Sikkim,2-Wheelers,"PURE EV",0,1685,454
2021-12-01,2022,Q3,Sikkim,2-Wheelers,ATHER,0,1813,454
2021-12-01,2022,Q3,Sikkim,2-Wheelers,AMPERE,0,3410,454
2021-12-01,2022,Q3,Sikkim,2-Wheelers,OKINAWA,0,6184,454
2021-12-01,2022,Q3,Sikkim,2-Wheelers,"HERO ELECTRIC",0,6402,454
2021-12-01,2022,Q3,Sikkim,4-Wheelers,"Mercedes -Benz AG",0,1,394
2021-12-01,2022,Q3,Sikkim,4-Wheelers,"Hyundai Motor",0,10,394
2021-12-01,2022,Q3,Sikkim,4-Wheelers,"BYD India",0,1,394
2021-12-01,2022,Q3,Sikkim,4-Wheelers,"Mahindra & Mahindra",0,552,394
2021-12-01,2022,Q3,Sikkim,4-Wheelers,"MG Motor",0,99,394
2021-12-01,2022,Q3,Sikkim,4-Wheelers,"Tata Motors",0,1952,394
2021-12-01,2022,Q3,Sikkim,4-Wheelers,"KIA Motors",0,0,394
2021-12-01,2022,Q3,Sikkim,4-Wheelers,"Volvo Auto India",0,0,394
2021-12-01,2022,Q3,Sikkim,4-Wheelers,"BMW India",0,0,394
2021-12-01,2022,Q3,Sikkim,4-Wheelers,"PCA Automobiles",0,0,394
2022-01-01,2022,Q4,Sikkim,2-Wheelers,OTHERS,0,3065,400
2022-01-01,2022,Q4,Sikkim,2-Wheelers,JITENDRA,0,535,400
2022-01-01,2022,Q4,Sikkim,2-Wheelers,BEING,0,1062,400
2022-01-01,2022,Q4,Sikkim,2-Wheelers,BAJAJ,0,612,400
2022-01-01,2022,Q4,Sikkim,2-Wheelers,REVOLT,0,673,400
2022-01-01,2022,Q4,Sikkim,2-Wheelers,TVS,0,1155,400
2022-01-01,2022,Q4,Sikkim,2-Wheelers,"OLA ELECTRIC",0,1107,400
2022-01-01,2022,Q4,Sikkim,2-Wheelers,"PURE EV",0,1691,400
2022-01-01,2022,Q4,Sikkim,2-Wheelers,ATHER,0,1881,400
2022-01-01,2022,Q4,Sikkim,2-Wheelers,AMPERE,0,4366,400
2022-01-01,2022,Q4,Sikkim,2-Wheelers,OKINAWA,0,5737,400
2022-01-01,2022,Q4,Sikkim,2-Wheelers,"HERO ELECTRIC",0,8238,400
2022-01-01,2022,Q4,Sikkim,4-Wheelers,"Mercedes -Benz AG",0,2,270
2022-01-01,2022,Q4,Sikkim,4-Wheelers,"Hyundai Motor",0,6,270
2022-01-01,2022,Q4,Sikkim,4-Wheelers,"BYD India",0,8,270
2022-01-01,2022,Q4,Sikkim,4-Wheelers,"Mahindra & Mahindra",0,474,270
2022-01-01,2022,Q4,Sikkim,4-Wheelers,"MG Motor",0,48,270
2022-01-01,2022,Q4,Sikkim,4-Wheelers,"Tata Motors",0,1012,270
2022-01-01,2022,Q4,Sikkim,4-Wheelers,"KIA Motors",0,0,270
2022-01-01,2022,Q4,Sikkim,4-Wheelers,"Volvo Auto India",0,0,270
2022-01-01,2022,Q4,Sikkim,4-Wheelers,"BMW India",0,0,270
2022-01-01,2022,Q4,Sikkim,4-Wheelers,"PCA Automobiles",0,0,270
2022-02-01,2022,Q4,Sikkim,2-Wheelers,OTHERS,0,4033,384
2022-02-01,2022,Q4,Sikkim,2-Wheelers,JITENDRA,0,583,384
2022-02-01,2022,Q4,Sikkim,2-Wheelers,BEING,0,1149,384
2022-02-01,2022,Q4,Sikkim,2-Wheelers,BAJAJ,0,1372,384
2022-02-01,2022,Q4,Sikkim,2-Wheelers,REVOLT,0,1128,384
2022-02-01,2022,Q4,Sikkim,2-Wheelers,TVS,0,1560,384
2022-02-01,2022,Q4,Sikkim,2-Wheelers,"OLA ELECTRIC",0,3911,384
2022-02-01,2022,Q4,Sikkim,2-Wheelers,"PURE EV",0,1428,384
2022-02-01,2022,Q4,Sikkim,2-Wheelers,ATHER,0,2232,384
2022-02-01,2022,Q4,Sikkim,2-Wheelers,AMPERE,0,4431,384
2022-02-01,2022,Q4,Sikkim,2-Wheelers,OKINAWA,0,6122,384
2022-02-01,2022,Q4,Sikkim,2-Wheelers,"HERO ELECTRIC",0,7773,384
2022-02-01,2022,Q4,Sikkim,4-Wheelers,"Mercedes -Benz AG",0,3,371
2022-02-01,2022,Q4,Sikkim,4-Wheelers,"Hyundai Motor",0,6,371
2022-02-01,2022,Q4,Sikkim,4-Wheelers,"BYD India",0,10,371
2022-02-01,2022,Q4,Sikkim,4-Wheelers,"Mahindra & Mahindra",0,478,371
2022-02-01,2022,Q4,Sikkim,4-Wheelers,"MG Motor",0,30,371
2022-02-01,2022,Q4,Sikkim,4-Wheelers,"Tata Motors",0,1922,371
2022-02-01,2022,Q4,Sikkim,4-Wheelers,"KIA Motors",0,0,371
2022-02-01,2022,Q4,Sikkim,4-Wheelers,"Volvo Auto India",0,0,371
2022-02-01,2022,Q4,Sikkim,4-Wheelers,"BMW India",0,0,371
2022-02-01,2022,Q4,Sikkim,4-Wheelers,"PCA Automobiles",0,0,371
2022-03-01,2022,Q4,Sikkim,2-Wheelers,OTHERS,0,5330,460
2022-03-01,2022,Q4,Sikkim,2-Wheelers,JITENDRA,0,1052,460
2022-03-01,2022,Q4,Sikkim,2-Wheelers,BEING,0,1013,460
2022-03-01,2022,Q4,Sikkim,2-Wheelers,BAJAJ,0,855,460
2022-03-01,2022,Q4,Sikkim,2-Wheelers,REVOLT,0,1413,460
2022-03-01,2022,Q4,Sikkim,2-Wheelers,TVS,0,2391,460
2022-03-01,2022,Q4,Sikkim,2-Wheelers,"OLA ELECTRIC",0,9143,460
2022-03-01,2022,Q4,Sikkim,2-Wheelers,"PURE EV",0,2065,460
2022-03-01,2022,Q4,Sikkim,2-Wheelers,ATHER,0,2232,460
2022-03-01,2022,Q4,Sikkim,2-Wheelers,AMPERE,0,6666,460
2022-03-01,2022,Q4,Sikkim,2-Wheelers,OKINAWA,0,8586,460
2022-03-01,2022,Q4,Sikkim,2-Wheelers,"HERO ELECTRIC",0,13652,460
2022-03-01,2022,Q4,Sikkim,4-Wheelers,"Volvo Auto India",0,4,390
2022-03-01,2022,Q4,Sikkim,4-Wheelers,"Mercedes -Benz AG",0,5,390
2022-03-01,2022,Q4,Sikkim,4-Wheelers,"BMW India",0,7,390
2022-03-01,2022,Q4,Sikkim,4-Wheelers,"Hyundai Motor",0,14,390
2022-03-01,2022,Q4,Sikkim,4-Wheelers,"BYD India",0,14,390
2022-03-01,2022,Q4,Sikkim,4-Wheelers,"Mahindra & Mahindra",0,701,390
2022-03-01,2022,Q4,Sikkim,4-Wheelers,"MG Motor",0,75,390
2022-03-01,2022,Q4,Sikkim,4-Wheelers,"Tata Motors",0,2900,390
2022-03-01,2022,Q4,Sikkim,4-Wheelers,"KIA Motors",0,0,390
2022-03-01,2022,Q4,Sikkim,4-Wheelers,"PCA Automobiles",0,0,390
2022-04-01,2023,Q1,Sikkim,2-Wheelers,OTHERS,0,4683,455
2022-04-01,2023,Q1,Sikkim,2-Wheelers,JITENDRA,0,940,455
2022-04-01,2023,Q1,Sikkim,2-Wheelers,BEING,0,874,455
2022-04-01,2023,Q1,Sikkim,2-Wheelers,"PURE EV",0,1756,455
2022-04-01,2023,Q1,Sikkim,2-Wheelers,REVOLT,0,1241,455
2022-04-01,2023,Q1,Sikkim,2-Wheelers,BAJAJ,0,1223,455
2022-04-01,2023,Q1,Sikkim,2-Wheelers,ATHER,0,2451,455
2022-04-01,2023,Q1,Sikkim,2-Wheelers,TVS,0,1498,455
2022-04-01,2023,Q1,Sikkim,2-Wheelers,AMPERE,0,6864,455
2022-04-01,2023,Q1,Sikkim,2-Wheelers,"HERO ELECTRIC",0,6803,455
2022-04-01,2023,Q1,Sikkim,2-Wheelers,OKINAWA,0,11341,455
2022-04-01,2023,Q1,Sikkim,2-Wheelers,"OLA ELECTRIC",0,13601,455
2022-04-01,2023,Q1,Sikkim,2-Wheelers,"OKAYA EV",0,0,455
2022-04-01,2023,Q1,Sikkim,4-Wheelers,"Mercedes -Benz AG",0,8,380
2022-04-01,2023,Q1,Sikkim,4-Wheelers,"BMW India",0,12,380
2022-04-01,2023,Q1,Sikkim,4-Wheelers,"Hyundai Motor",0,17,380
2022-04-01,2023,Q1,Sikkim,4-Wheelers,"BYD India",0,15,380
2022-04-01,2023,Q1,Sikkim,4-Wheelers,"Mahindra & Mahindra",0,611,380
2022-04-01,2023,Q1,Sikkim,4-Wheelers,"MG Motor",0,177,380
2022-04-01,2023,Q1,Sikkim,4-Wheelers,"Tata Motors",0,1409,380
2022-04-01,2023,Q1,Sikkim,4-Wheelers,"KIA Motors",0,0,380
2022-04-01,2023,Q1,Sikkim,4-Wheelers,"Volvo Auto India",0,0,380
2022-04-01,2023,Q1,Sikkim,4-Wheelers,"PCA Automobiles",0,0,380
2022-05-01,2023,Q1,Sikkim,2-Wheelers,OTHERS,0,3455,461
2022-05-01,2023,Q1,Sikkim,2-Wheelers,JITENDRA,0,646,461
2022-05-01,2023,Q1,Sikkim,2-Wheelers,BEING,0,862,461
2022-05-01,2023,Q1,Sikkim,2-Wheelers,"PURE EV",0,1464,461
2022-05-01,2023,Q1,Sikkim,2-Wheelers,REVOLT,0,1589,461
2022-05-01,2023,Q1,Sikkim,2-Wheelers,"OKAYA EV",0,19,461
2022-05-01,2023,Q1,Sikkim,2-Wheelers,BAJAJ,0,1812,461
2022-05-01,2023,Q1,Sikkim,2-Wheelers,ATHER,0,3337,461
2022-05-01,2023,Q1,Sikkim,2-Wheelers,TVS,0,478,461
2022-05-01,2023,Q1,Sikkim,2-Wheelers,AMPERE,0,6176,461
2022-05-01,2023,Q1,Sikkim,2-Wheelers,"HERO ELECTRIC",0,2970,461
2022-05-01,2023,Q1,Sikkim,2-Wheelers,OKINAWA,0,10340,461
2022-05-01,2023,Q1,Sikkim,2-Wheelers,"OLA ELECTRIC",0,9266,461
2022-05-01,2023,Q1,Sikkim,4-Wheelers,"Mercedes -Benz AG",0,4,421
2022-05-01,2023,Q1,Sikkim,4-Wheelers,"BMW India",0,6,421
2022-05-01,2023,Q1,Sikkim,4-Wheelers,"Hyundai Motor",0,19,421
2022-05-01,2023,Q1,Sikkim,4-Wheelers,"BYD India",0,30,421
2022-05-01,2023,Q1,Sikkim,4-Wheelers,"Mahindra & Mahindra",0,622,421
2022-05-01,2023,Q1,Sikkim,4-Wheelers,"MG Motor",0,181,421
2022-05-01,2023,Q1,Sikkim,4-Wheelers,"Tata Motors",0,2097,421
2022-05-01,2023,Q1,Sikkim,4-Wheelers,"KIA Motors",0,0,421
2022-05-01,2023,Q1,Sikkim,4-Wheelers,"Volvo Auto India",0,0,421
2022-05-01,2023,Q1,Sikkim,4-Wheelers,"PCA Automobiles",0,0,421
2022-06-01,2023,Q1,Sikkim,2-Wheelers,OTHERS,0,3658,429
2022-06-01,2023,Q1,Sikkim,2-Wheelers,JITENDRA,0,568,429
2022-06-01,2023,Q1,Sikkim,2-Wheelers,BEING,0,1005,429
2022-06-01,2023,Q1,Sikkim,2-Wheelers,"PURE EV",0,1125,429
2022-06-01,2023,Q1,Sikkim,2-Wheelers,REVOLT,0,2423,429
2022-06-01,2023,Q1,Sikkim,2-Wheelers,"OKAYA EV",0,760,429
2022-06-01,2023,Q1,Sikkim,2-Wheelers,BAJAJ,0,1824,429
2022-06-01,2023,Q1,Sikkim,2-Wheelers,ATHER,0,3829,429
2022-06-01,2023,Q1,Sikkim,2-Wheelers,TVS,0,1983,429
2022-06-01,2023,Q1,Sikkim,2-Wheelers,AMPERE,0,6919,429
2022-06-01,2023,Q1,Sikkim,2-Wheelers,"HERO ELECTRIC",0,6836,429
2022-06-01,2023,Q1,Sikkim,2-Wheelers,OKINAWA,0,7554,429
2022-06-01,2023,Q1,Sikkim,2-Wheelers,"OLA ELECTRIC",0,5897,429
2022-06-01,2023,Q1,Sikkim,4-Wheelers,"Mercedes -Benz AG",0,2,446
2022-06-01,2023,Q1,Sikkim,4-Wheelers,"BMW India",0,4,446
2022-06-01,2023,Q1,Sikkim,4-Wheelers,"Hyundai Motor",0,39,446
2022-06-01,2023,Q1,Sikkim,4-Wheelers,"BYD India",0,36,446
2022-06-01,2023,Q1,Sikkim,4-Wheelers,"Mahindra & Mahindra",0,787,446
2022-06-01,2023,Q1,Sikkim,4-Wheelers,"MG Motor",0,173,446
